Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Coconut ,2017,Whole Year ,Puducherry,1910,20895000,1582.4,300710.4,725.8,11820.71
Cotton(lint),2017,Kharif     ,Puducherry,154,164,1582.4,24245.76,58.52,1.42
Dry chillies,2017,Kharif     ,Puducherry,1,10,1582.4,157.44,0.38,10
Dry chillies,2017,Rabi       ,Puducherry,3,30,1582.4,472.32,1.14,10
Dry chillies,2017,Summer     ,Puducherry,3,24,1582.4,472.32,1.14,8
Groundnut,2017,Kharif     ,Puducherry,2,6,1582.4,314.88,0.76,3
Groundnut,2017,Rabi       ,Puducherry,246,738,1582.4,38730.24,93.48,3
Groundnut,2017,Summer     ,Puducherry,26,78,1582.4,4093.44,9.88,3
Jowar,2017,Kharif     ,Puducherry,3,9,1582.4,472.32,1.14,3
Jowar,2017,Summer     ,Puducherry,2,6,1582.4,314.88,0.76,3
Moong(Green Gram),2017,Rabi       ,Puducherry,3,3,1582.4,472.32,1.14,1
Moong(Green Gram),2017,Summer     ,Puducherry,636,151,1582.4,100131.84,241.68,0.513333333
Onion,2017,Kharif     ,Puducherry,2,10,1582.4,314.88,0.76,5
Onion,2017,Summer     ,Puducherry,1,5,1582.4,157.44,0.38,5
Other  Rabi pulses,2017,Rabi       ,Puducherry,69,207,1582.4,10863.36,26.22,3
Other Cereals,2017,Rabi       ,Puducherry,5,8,1582.4,787.2,1.9,1.6
Other Kharif pulses,2017,Kharif     ,Puducherry,5,14,1582.4,787.2,1.9,2.8
Other Summer Pulses,2017,Summer     ,Puducherry,15,42,1582.4,2361.6,5.7,2.8
Ragi,2017,Kharif     ,Puducherry,19,57,1582.4,2991.36,7.22,3
Ragi,2017,Rabi       ,Puducherry,3,9,1582.4,472.32,1.14,3
Ragi,2017,Summer     ,Puducherry,23,64,1582.4,3621.12,8.74,2.78
Rice,2017,Kharif     ,Puducherry,4325,15281,1582.4,680928,1643.5,3.256666667
Rice,2017,Rabi       ,Puducherry,8749,25188,1582.4,1377442.56,3324.62,3.27
Rice,2017,Summer     ,Puducherry,4297,15518,1582.4,676519.68,1632.86,2.85
Sesamum,2017,Kharif     ,Puducherry,4,6,1582.4,629.76,1.52,1.5
Sesamum,2017,Rabi       ,Puducherry,5,5,1582.4,787.2,1.9,1
Sesamum,2017,Summer     ,Puducherry,88,96,1582.4,13854.72,33.44,0.705
Small millets,2017,Kharif     ,Puducherry,5,8,1582.4,787.2,1.9,1.6
Sugarcane,2017,Kharif     ,Puducherry,1445,180625,1582.4,227500.8,549.1,125
Sweet potato,2017,Kharif     ,Puducherry,7,35,1582.4,1102.08,2.66,5
Sweet potato,2017,Rabi       ,Puducherry,1,8,1582.4,157.44,0.38,8
Tapioca,2017,Kharif     ,Puducherry,183,3770,1582.4,28811.52,69.54,31
Tapioca,2017,Rabi       ,Puducherry,4,80,1582.4,629.76,1.52,20
Turmeric,2017,Kharif     ,Puducherry,8,24,1582.4,1259.52,3.04,3
Urad,2017,Kharif     ,Puducherry,10,9,1582.4,1574.4,3.8,0.9
Urad,2017,Rabi       ,Puducherry,259,258,1582.4,40776.96,98.42,0.75
Urad,2017,Summer     ,Puducherry,272,106,1582.4,42823.68,103.36,0.55
Arecanut,2017,Rabi       ,Assam,67062,52876,2098.563636,10558241.28,25483.56,0.827037037
Arhar/Tur,2017,Kharif     ,Assam,5609,4672,2098.563636,883080.96,2131.42,0.821111111
Banana,2017,Whole Year ,Assam,53082,913272,2098.563636,8357230.08,20171.16,16.84185185
Black pepper,2017,Whole Year ,Assam,3458,7622,2098.563636,544427.52,1314.04,2.112592593
Castor seed,2017,Kharif     ,Assam,758,357,2098.563636,119339.52,288.04,0.6
Coconut ,2017,Whole Year ,Assam,19917,178353000,2098.563636,3135732.48,7568.46,9156.942222
Cotton(lint),2017,Kharif     ,Assam,771,378,2098.563636,121386.24,292.98,0.602777778
Dry chillies,2017,Whole Year ,Assam,20242,18994,2098.563636,3186900.48,7691.96,0.851851852
Ginger,2017,Whole Year ,Assam,18105,161604,2098.563636,2850451.2,6879.9,8.38962963
Gram,2017,Rabi       ,Assam,2273,1562,2098.563636,357861.12,863.74,0.617307692
Jute,2017,Kharif     ,Assam,69926,841150,2098.563636,11009149.44,26571.88,11.3137037
Linseed,2017,Rabi       ,Assam,5004,3065,2098.563636,787829.76,1901.52,0.555652174
Maize,2017,Kharif     ,Assam,31537,98783,2098.563636,4965185.28,11984.06,2.989259259
Masoor,2017,Rabi       ,Assam,28185,21018,2098.563636,4437446.4,10710.3,0.705
Mesta,2017,Kharif     ,Assam,3418,20167,2098.563636,538129.92,1298.84,5.701538462
Moong(Green Gram),2017,Rabi       ,Assam,11410,8046,2098.563636,1796390.4,4335.8,0.658518519
Niger seed,2017,Kharif     ,Assam,5968,3368,2098.563636,939601.92,2267.84,0.545714286
Onion,2017,Whole Year ,Assam,8338,80374,2098.563636,1312734.72,3168.44,7.297037037
Other  Rabi pulses,2017,Rabi       ,Assam,14801,11766,2098.563636,2330269.44,5624.38,0.689259259
Peas & beans (Pulses),2017,Rabi       ,Assam,30968,28869,2098.563636,4875601.92,11767.84,0.903703704
Potato,2017,Whole Year ,Assam,102868,720968,2098.563636,16195537.92,39089.84,7.139259259
Rapeseed &Mustard,2017,Rabi       ,Assam,290285,185564,2098.563636,45702470.4,110308.3,0.636666667
Rice,2017,Autumn     ,Assam,154511,209349,2098.563636,24326211.84,58714.18,1.418148148
Rice,2017,Summer     ,Assam,400402,1191244,2098.563636,63039290.88,152152.76,2.704615385
Rice,2017,Winter     ,Assam,1878798,3883120,2098.563636,295797957.1,713943.24,2.063703704
Sesamum,2017,Kharif     ,Assam,12214,8344,2098.563636,1922972.16,4641.32,0.638148148
Small millets,2017,Kharif     ,Assam,5233,3058,2098.563636,823883.52,1988.54,0.610384615
Sugarcane,2017,Whole Year ,Assam,30559,1142974,2098.563636,4811208.96,11612.42,36.48703704
Sweet potato,2017,Whole Year ,Assam,5303,29199,2098.563636,834904.32,2015.14,5.514814815
Tapioca,2017,Whole Year ,Assam,3117,28868,2098.563636,490740.48,1184.46,8.3752
Tobacco,2017,Whole Year ,Assam,148,68,2098.563636,23301.12,56.24,0.627857143
Turmeric,2017,Whole Year ,Assam,16871,20787,2098.563636,2656170.24,6410.98,1.164074074
Urad,2017,Rabi       ,Assam,61460,39827,2098.563636,9676262.4,23354.8,0.650740741
Wheat,2017,Rabi       ,Assam,17786,24658,2098.563636,2800227.84,6758.68,1.3388
Arecanut,2017,Rabi       ,Meghalaya,18209,23985,4472.3,2866824.96,6919.42,1.294545455
Arhar/Tur,2017,Kharif     ,Meghalaya,1178,1525,4472.3,185464.32,447.64,1.118
Banana,2017,Kharif     ,Meghalaya,7264,94603,4472.3,1143644.16,2760.32,10.72727273
Black pepper,2017,Rabi       ,Meghalaya,1025,770,4472.3,161376,389.5,0.76
Cashewnut,2017,Rabi       ,Meghalaya,10461,14815,4472.3,1646979.84,3975.18,1.396
Castor seed,2017,Rabi       ,Meghalaya,72,65,4472.3,11335.68,27.36,1.004
Coriander,2017,Whole Year ,Meghalaya,481,1878,4472.3,75728.64,182.78,3.738
Cotton(lint),2017,Kharif     ,Meghalaya,7255,8791,4472.3,1142227.2,2756.9,1.17
Cowpea(Lobia),2017,Rabi       ,Meghalaya,1669,2526,4472.3,262767.36,634.22,1.630909091
Dry chillies,2017,Whole Year ,Meghalaya,2320,2346,4472.3,365260.8,881.6,1.224545455
Ginger,2017,Kharif     ,Meghalaya,9944,66195,4472.3,1565583.36,3778.72,9.665454545
Gram,2017,Rabi       ,Meghalaya,1858,1981,4472.3,292523.52,706.04,1.08
Jute,2017,Kharif     ,Meghalaya,6673,68465,4472.3,1050597.12,2535.74,9.934
Linseed,2017,Rabi       ,Meghalaya,93,55,4472.3,14641.92,35.34,0.605
Maize,2017,Kharif     ,Meghalaya,18152,41624,4472.3,2857850.88,6897.76,2.246363636
Masoor,2017,Rabi       ,Meghalaya,1256,1389,4472.3,197744.64,477.28,1.321428571
Mesta,2017,Kharif     ,Meghalaya,4470,26353,4472.3,703756.8,1698.6,6.3
Onion,2017,Rabi       ,Meghalaya,551,4939,4472.3,86749.44,209.38,8.427
Peas & beans (Pulses),2017,Rabi       ,Meghalaya,2321,4496,4472.3,365418.24,881.98,1.799090909
Potato,2017,Summer     ,Meghalaya,12559,142923,4472.3,1977288.96,4772.42,8.254545455
Potato,2017,Winter     ,Meghalaya,6354,44124,4472.3,1000373.76,2414.52,6.526363636
Rapeseed &Mustard,2017,Rabi       ,Meghalaya,9869,9226,4472.3,1553775.36,3750.22,0.89
Rice,2017,Autumn     ,Meghalaya,33575,78848,4472.3,5286048,12758.5,2.551818182
Rice,2017,Rabi       ,Meghalaya,13683,63428,4472.3,2154251.52,5199.54,2.576363636
Rice,2017,Winter     ,Meghalaya,63883,162272,4472.3,10057739.52,24275.54,2.36
Sesamum,2017,Rabi       ,Meghalaya,2373,2208,4472.3,373605.12,901.74,1.037272727
Small millets,2017,Rabi       ,Meghalaya,2924,2780,4472.3,460354.56,1111.12,1.112
Soyabean,2017,Kharif     ,Meghalaya,1857,3524,4472.3,292366.08,705.66,2.148181818
Sugarcane,2017,Whole Year ,Meghalaya,121,361,4472.3,19050.24,45.98,2.67
Sweet potato,2017,Kharif     ,Meghalaya,4712,15751,4472.3,741857.28,1790.56,3.694545455
Tapioca,2017,Kharif     ,Meghalaya,5408,35528,4472.3,851435.52,2055.04,7.553636364
Tobacco,2017,Rabi       ,Meghalaya,799,792,4472.3,125794.56,303.62,1.055
Turmeric,2017,Whole Year ,Meghalaya,2649,16497,4472.3,417058.56,1006.62,5.915454545
Wheat,2017,Rabi       ,Meghalaya,460,887,4472.3,72422.4,174.8,1.636
Arecanut,2017,Whole Year ,Goa,1836,3299,2772.5,289059.84,697.68,1.92
Banana,2017,Whole Year ,Goa,2428,26975,2772.5,382264.32,922.64,11.115
Black pepper,2017,Whole Year ,Goa,794,324,2772.5,125007.36,301.72,0.41
Cashewnut,2017,Whole Year ,Goa,56248,28012,2772.5,8855685.12,21374.24,0.465
Coconut ,2017,Whole Year ,Goa,26169,131600000,2772.5,4120047.36,9944.22,5027.095
Groundnut,2017,Kharif     ,Goa,280,651,2772.5,44083.2,106.4,2.33
Groundnut,2017,Rabi       ,Goa,1257,2819,2772.5,197902.08,477.66,2.24
Other  Rabi pulses,2017,Rabi       ,Goa,5345,4635,2772.5,841516.8,2031.1,0.84
Other Kharif pulses,2017,Kharif     ,Goa,195,187,2772.5,30700.8,74.1,0.775
Rice,2017,Kharif     ,Goa,27219,71279,2772.5,4285359.36,10343.22,2.635
Rice,2017,Rabi       ,Goa,11301,31718,2772.5,1779229.44,4294.38,2.855
Sugarcane,2017,Whole Year ,Goa,910,47160,2772.5,143270.4,345.8,45.41
Sweet potato,2017,Whole Year ,Goa,55,116,2772.5,8659.2,20.9,2.41
other oilseeds,2017,Whole Year ,Goa,841,1690,2772.5,132407.04,319.58,2.08
Arecanut,2017,Whole Year ,Karnataka,279459,3030925,1111.7,43998024.96,106194.42,10.92
Arhar/Tur,2017,Kharif     ,Karnataka,884913,839563,1111.7,139320702.7,336266.94,0.844074074
Bajra,2017,Kharif     ,Karnataka,226389,361940,1111.7,35642684.16,86027.82,1.593157895
Bajra,2017,Summer     ,Karnataka,5161,5313,1111.7,812547.84,1961.18,1.113333333
Black pepper,2017,Whole Year ,Karnataka,41381,27177,1111.7,6515024.64,15724.78,0.684
Cardamom,2017,Whole Year ,Karnataka,14629,1766,1111.7,2303189.76,5559.02,0.108571429
Cashewnut,2017,Whole Year ,Karnataka,65472,48062,1111.7,10307911.68,24879.36,0.909
Castor seed,2017,Kharif     ,Karnataka,7125,4585,1111.7,1121760,2707.5,0.644761905
Coconut ,2017,Whole Year ,Karnataka,446607,3531305000,1111.7,70313806.08,169710.66,8182.769667
Coriander,2017,Whole Year ,Karnataka,1026,379,1111.7,161533.44,389.88,0.365
Cotton(lint),2017,Kharif     ,Karnataka,521372,1824810,1111.7,82084807.68,198121.36,3.038636364
Cotton(lint),2017,Rabi       ,Karnataka,25572,19276,1111.7,4026055.68,9717.36,0.75
Cowpea(Lobia),2017,Kharif     ,Karnataka,86555,19627,1111.7,13627219.2,32890.9,0.2388
Cowpea(Lobia),2017,Rabi       ,Karnataka,8570,3516,1111.7,1349260.8,3256.6,0.413809524
Cowpea(Lobia),2017,Summer     ,Karnataka,4471,1333,1111.7,703914.24,1698.98,0.272857143
Dry chillies,2017,Kharif     ,Karnataka,82844,155813,1111.7,13042959.36,31480.72,1.775862069
Dry chillies,2017,Rabi       ,Karnataka,10328,21421,1111.7,1626040.32,3924.64,2.047692308
Dry chillies,2017,Summer     ,Karnataka,7164,14241,1111.7,1127900.16,2722.32,2.0472
Garlic,2017,Whole Year ,Karnataka,5584,4901,1111.7,879144.96,2121.92,1.068888889
Ginger,2017,Whole Year ,Karnataka,20809,537454,1111.7,3276168.96,7907.42,25.74913043
Gram,2017,Rabi       ,Karnataka,1265207,975878,1111.7,199194190.1,480778.66,0.737916667
Groundnut,2017,Kharif     ,Karnataka,389994,429732,1111.7,61400655.36,148197.72,1.095
Groundnut,2017,Rabi       ,Karnataka,3381,7601,1111.7,532304.64,1284.78,2.245
Groundnut,2017,Summer     ,Karnataka,171476,199005,1111.7,26997181.44,65160.88,1.151818182
Horse-gram,2017,Kharif     ,Karnataka,47383,32738,1111.7,7459979.52,18005.54,0.74
Horse-gram,2017,Rabi       ,Karnataka,125758,79274,1111.7,19799339.52,47788.04,0.587692308
Jowar,2017,Kharif     ,Karnataka,92465,153017,1111.7,14557689.6,35136.7,1.866470588
Jowar,2017,Rabi       ,Karnataka,993591,1106755,1111.7,156430967,377564.58,1.0705
Jowar,2017,Summer     ,Karnataka,2042,4238,1111.7,321492.48,775.96,2.093
Linseed,2017,Rabi       ,Karnataka,2294,792,1111.7,361167.36,871.72,0.366666667
Maize,2017,Kharif     ,Karnataka,1183334,5150460,1111.7,186304105,449666.92,4.282857143
Maize,2017,Rabi       ,Karnataka,100156,371937,1111.7,15768560.64,38059.28,3.7392
Maize,2017,Summer     ,Karnataka,23518,88268,1111.7,3702673.92,8936.84,3.739230769
Mesta,2017,Whole Year ,Karnataka,9,0,1111.7,1416.96,3.42,0
Moong(Green Gram),2017,Kharif     ,Karnataka,391710,127396,1111.7,61670822.4,148849.8,0.264090909
